tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
PAS000ETT20300097,period contract and framework agreement for provision of management service for peoples association pa talents multiethnic dance ensemble for a period of 12 months with an option to extend for another 12 months,People's Association,29/10/2020,Awarded by Items,Chang Hsiao-Min,82400
PAS000ETT20300097,period contract and framework agreement for provision of management service for peoples association pa talents multiethnic dance ensemble for a period of 12 months with an option to extend for another 12 months,People's Association,29/10/2020,Awarded by Items,Osman Bin Abdul Hamid,82400
PAS000ETT20300097,period contract and framework agreement for provision of management service for peoples association pa talents multiethnic dance ensemble for a period of 12 months with an option to extend for another 12 months,People's Association,29/10/2020,Awarded by Items,SURENDRAN S/O RACHANDRAN,82400
PAS000ETT20300097,period contract and framework agreement for provision of management service for peoples association pa talents multiethnic dance ensemble for a period of 12 months with an option to extend for another 12 months,People's Association,29/10/2020,Awarded by Items,Tay Poh Soon,57200
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,ALLMASTER PTE. LTD.,23457.75
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,ARTSMAN ADVERTISING,73.2
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,GAZ CARNIVAL LOGISTICS & CONSTRUCTION PTE. LTD.,40895.4
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,S-LITE EVENT SUPPORT PTE. LTD.,24239.5
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,UNIVERSAL DISPLAYS PTE LTD,13875.35
PAS000ETT22000052,period contract and framework agreement for the provision of banners and decorations to the peoples association and grassroots organisations for a period of two 2 years,People's Association,31/8/2022,Awarded by Items,VISION DISPLAY PTE. LTD.,116550.1
PAS000ETT19300027,period contract and framework agreement for the provision of book store vouchers to the pa and grassroots organisations for a period of two years with an option to extend for an additional one year,People's Association,11/4/2019,Awarded by Items,PACIFIC BOOKSTORES PTE. LTD.,32.55
PAS000ETT19300027,period contract and framework agreement for the provision of book store vouchers to the pa and grassroots organisations for a period of two years with an option to extend for an additional one year,People's Association,11/4/2019,Awarded by Items,POPULAR BOOK COMPANY (PTE.) LIMITED,35
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,ALPINE SPRING CATERING PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CAFE GALILEE PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CASSEROLE CATERING SERVICES PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CATERDASH PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CATERING CULTURE PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CHILLI API CATERING PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,CONTINENTAL DELIGHT CATERING SERVICES PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,DELI HUB CATERING PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,EATZ CATERING SERVICES PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,FOUR SEASONS CATERING PTE LTD,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,HOW'S CATERING,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,INTERNATIONAL CATERING PTE LTD,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LAVISH DINE CATERING PTE LTD,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LE RAINBOW CATERING PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LEVENDER GOURMET PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LPH CATERING,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LUNA CONCEPT PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,LYE HENG FOOD SUPPLIES PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,ON & ON DINERS PTE. LTD.,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,ORANGE CLOVE CATERING PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,PAN SEAS ENTERPRISES PRIVATE LIMITED,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,PATTAYA GARDEN CATERING SERVICES,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,ROYAL CATERING SERVICES PTE LTD,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,SEMBAWANG EATING HOUSE (SEAFOOD RESTAURANT),1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,SIN HONG YUN PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,STAMFORD CATERING SERVICES PTE LTD,1785714.29
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,THE CATERERS PTE. LTD.,1785714.28
PAS000ETT19300190,period contract and framework agreement for the provision of catering services halal and nonhalal to the peoples association and grassroots organisations for a period of two 2 years with an option to extend for another two 2 years on a yearly basis,People's Association,31/1/2020,Awarded by Items,THYME FOOD & SERVICES PTE. LTD.,1785714.29
PAS000ETT20300088,period contract and framework agreement for the provision of mover services to the peoples association and grassroots organsations for a period of three years with an option to extend for another three years,People's Association,15/9/2020,Awarded by Items,EVERTEAM PTE. LTD.,23696
PAS000ETT20300088,period contract and framework agreement for the provision of mover services to the peoples association and grassroots organsations for a period of three years with an option to extend for another three years,People's Association,15/9/2020,Awarded by Items,HS INTERNATIONAL PTE. LTD.,33935.2
PAS000ETT20300088,period contract and framework agreement for the provision of mover services to the peoples association and grassroots organsations for a period of three years with an option to extend for another three years,People's Association,15/9/2020,Awarded by Items,SHALOM INTERNATIONAL MOVERS PTE. LTD.,16011.6
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,AXTRO PTE. LTD.,243.65
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,NTUC Fairprice Co-operative Ltd,245
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,OPTION GIFT PTE. LTD.,486.85
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,SHENG SIONG SUPERMARKET PTE LTD,475.3
PAS000ETT20300059,period contract and framework agreement for the provision of supermarket vouchers to the pa and grassroots organisations for a period of 3 years with an option to extend for another 2 years on a yearly basis,People's Association,22/6/2020,Awarded by Items,VOLYTY PTE. LTD.,245
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,8IGHTEES PRIVATE LIMITED,92
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,HSEN GLOBAL PTE. LTD.,37.1
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,K. HONG PTE. LTD.,401.2
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,NAM HOE INDUSTRY,455
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,R A INTERNATIONAL MARKETING,95.3
PAS000ETT21000052,period contract and framework agreement for the provision of the national flag of singapore and the pa flag to the pa and gros for a period of three years with an option to extend for another two years,People's Association,16/6/2021,Awarded by Items,YEW SENG HENG TRADING PTE. LTD.,180.2
PAS000ETT19300159,period contract and framework agreement for the supply and delivery of grocery products to the pa and grassroots organizations for a period of one 1 year with an option to extend for another two 2 years,People's Association,30/12/2019,Awarded by Items,AH HONG HOLDINGS PTE. LTD.,537.94
PAS000ETT19300159,period contract and framework agreement for the supply and delivery of grocery products to the pa and grassroots organizations for a period of one 1 year with an option to extend for another two 2 years,People's Association,30/12/2019,Awarded by Items,HENG'S FAMILY MINI MART,269.1
PAS000ETT19300159,period contract and framework agreement for the supply and delivery of grocery products to the pa and grassroots organizations for a period of one 1 year with an option to extend for another two 2 years,People's Association,30/12/2019,Awarded by Items,JIT SHENG PROVISION TRADING PTE. LTD.,66.8
PAS000ETT19300159,period contract and framework agreement for the supply and delivery of grocery products to the pa and grassroots organizations for a period of one 1 year with an option to extend for another two 2 years,People's Association,30/12/2019,Awarded by Items,SQUARE INNOVATIONS PTE. LTD.,138.8
PAS000ETT19300159,period contract and framework agreement for the supply and delivery of grocery products to the pa and grassroots organizations for a period of one 1 year with an option to extend for another two 2 years,People's Association,30/12/2019,Awarded by Items,THONG CHEW FOOD INDUSTRIES PTE LTD,656.75
ESG000ETT22000004,period contract and framework agreement pcfa for open innovation facilitation services,Enterprise Singapore,2/9/2022,Awarded by Items,AGORIZE SINGAPORE PTE. LTD.,1125000
ESG000ETT22000004,period contract and framework agreement pcfa for open innovation facilitation services,Enterprise Singapore,2/9/2022,Awarded by Items,PADANG ECOSYSTEM PTE. LTD.,1125000
ESG000ETT22000004,period contract and framework agreement pcfa for open innovation facilitation services,Enterprise Singapore,2/9/2022,Awarded by Items,SCIENCE & STORIES PTE. LTD.,1125000
ESG000ETT22000004,period contract and framework agreement pcfa for open innovation facilitation services,Enterprise Singapore,2/9/2022,Awarded by Items,STARTUPX PTE. LTD.,1125000
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,ATTRIBUTE DATA PTE. LTD.,10802.92
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,BIOQUEST ADVISORY PTE. LTD.,24530.88
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,ERNST & YOUNG ADVISORY PTE. LTD.,12693.4
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,KANTAR MANTLE PTE. LTD.,15681.77
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,PORTAS ASIA CONSULTING PTE. LTD.,64936.84
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,PRICEWATERHOUSECOOPERS ADVISORY SERVICES PTE. LTD.,20008
SSC000ETT22000018,period contract cum framework agreement for the provision of management and data consultancy services,Singapore Sports Council (Sport Singapore),9/3/2023,Awarded by Items,SENTIENT.IO PTE. LTD.,10248.98
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,ADECCO PERSONNEL PTE LTD,1400
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,AVENSYS CONSULTING PTE. LTD.,1
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,BGC GROUP PTE. LTD.,1
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,BRAITHWAITE STEINER & PRETTY PTE. LTD.,140000
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,CAPITA PTE. LTD.,1500
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,CORNERSTONE GLOBAL PARTNERS PTE. LTD.,1720
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,1
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,ETHOS SEARCH ASSOCIATES PTE. LTD.,2800
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,JOBSTER PRIVATE LTD.,1000
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,KORN FERRY (SG) PTE. LTD.,90000
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,RMA CONSULTANTS PTE LTD,1
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,SCIENTEC CONSULTING PTE. LTD.,1
NST000ETT20300003,period contract for a panel of recruitment firms and agencies to provide permanent and temporary manpower,"Agency for Science, Technology and Research",31/3/2021,Awarded by Items,SPENCER STUART & ASSOCIATES (SINGAPORE) PTE LTD,100000
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,AFRY (Thailand) Ltd,366
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,BLACK & VEATCH SINGAPORE PTE LTD,240
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,DELOITTE & TOUCHE FINANCIAL ADVISORY SERVICES PTE. LTD.,315
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,FRANK ANTHONY WOLAK,400
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,KPMG SERVICES PTE. LTD.,400
EMA000ETT21000027,period contract for commercial advisory services for the singapore electricity imports project for a duration until march 2024,Energy Market Authority of Singapore,24/2/2022,Awarded by Items,WaterRock Energy Economics (HK) Limited,210
EMA000ETT22000005,period contract for consultancy services to advise on technical matters pertaining to gas system network and infrastructure,Energy Market Authority of Singapore,7/6/2022,Awarded by Items,SURBANA JURONG INFRASTRUCTURE PTE. LTD.,560
EMA000ETT22000005,period contract for consultancy services to advise on technical matters pertaining to gas system network and infrastructure,Energy Market Authority of Singapore,7/6/2022,Awarded by Items,WORLEY PTE. LIMITED,2515
EMA000ETT22000005,period contract for consultancy services to advise on technical matters pertaining to gas system network and infrastructure,Energy Market Authority of Singapore,7/6/2022,Awarded by Items,WSP CONSULTANCY PTE. LTD.,1682
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,ACHIEVE CAREER CONSULTANT PTE LTD,48
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,ADECCO PERSONNEL PTE LTD,47
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,APAR TECHNOLOGIES PTE. LTD.,29.7
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,AVENSYS CONSULTING PTE. LTD.,53
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,DEZIRE TECHNOLOGIES PTE. LTD.,53
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,HAYS SPECIALIST RECRUITMENT PTE. LTD.,59
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,HELIUS TECHNOLOGIES PTE. LTD.,27.33
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,JONDAVIDSON PTE. LTD.,53
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,MANPOWER STAFFING SERVICES (SINGAPORE) PTE LTD,46
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,MICHAEL PAGE INTERNATIONAL PTE LTD,60
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,NOBILITY PLACEMENT SERVICES PTE. LTD.,37
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,NSEARCH GLOBAL PTE. LTD.,30
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,53
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,SCIENTE INTERNATIONAL PTE. LTD.,58
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,SKILLSFORCE MANAGEMENT CONSULTANCY PTE LTD,37
CPF000ETT20300014,period contract for executive search services,Central Provident Fund Board,8/10/2020,Awarded by Items,U3 INFOTECH PTE. LTD.,30
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,AVENSYS CONSULTING PTE. LTD.,66
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,BGC GROUP PTE. LTD.,58
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,CORNERSTONE GLOBAL PARTNERS PTE. LTD.,68
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,JOBLINE RESOURCES PTE. LTD.,43
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,KINGFISHER RECRUITMENT (SINGAPORE) PTE. LTD.,85
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,NITYO INFOTECH SERVICES PTE. LTD.,52
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,OLIVER JAMES ASSOCIATES (SINGAPORE) PTE. LTD.,84
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,PERSOLKELLY SINGAPORE PTE. LTD.,72
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,RANDSTAD PTE. LIMITED,84
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,RK RECRUITMENT PTE. LTD.,59
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,RMA CONSULTANTS PTE LTD,45
CPF000ETT23000013,period contract for executive search services,Central Provident Fund Board,6/10/2023,Awarded by Items,SCIENTE INTERNATIONAL PTE. LTD.,73
NST000ETT23000032,period contract for fabrication service for the provision of multiproject wafer mpw and full mask wafer for three 3 years,"Agency for Science, Technology and Research",8/9/2023,Awarded by Items,ADVINNO TECHNOLOGIES PTE. LTD.,535695.83
NST000ETT23000032,period contract for fabrication service for the provision of multiproject wafer mpw and full mask wafer for three 3 years,"Agency for Science, Technology and Research",8/9/2023,Awarded by Items,MEDS TECHNOLOGIES PTE LTD,1316947.24
MHA00003000016018,period contract for maintenance services of firefighting equipment and lifesaving appliances,Ministry of Home Affairs - Ministry Headquarter 1,28/6/2023,Award by interface record,ASIATIC FIRE SYSTEM PTE LTD,106898
MHA00003000016018,period contract for maintenance services of firefighting equipment and lifesaving appliances,Ministry of Home Affairs - Ministry Headquarter 1,28/6/2023,Award by interface record,NOAH AGENCIES 'N' MARINE SERVICES PTE LTD,92504
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,BGC GROUP PTE. LTD.,383430
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,CAPITA PTE. LTD.,334342
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,DYNAMIC HUMAN CAPITAL PTE. LTD.,302851
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,EPS COMPUTER SYSTEMS PTE LTD,408820
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,FUTUREX TECHNOLOGIES PTE. LTD.,323472
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,OPTIMUM SOLUTIONS (SINGAPORE) PTE LTD,365692
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,SCIENTEC CONSULTING PTE. LTD.,337885
CPF000ETT19300022,period contract for manpower for information technology it services,Central Provident Fund Board,29/12/2019,Awarded by Items,ZENITH INFOTECH (S) PTE LTD.,387370
MOE000ETT22000007,period contract for medical examination services for the moeobs challenge programme for a period of two 2 years,Ministry of Education,20/6/2022,Awarded by Items,ACUMED MEDICAL PTE. LTD.,1
MOE000ETT22000007,period contract for medical examination services for the moeobs challenge programme for a period of two 2 years,Ministry of Education,20/6/2022,Awarded by Items,BETHESDA MEDICAL PTE. LTD.,1
MOE000ETT22000007,period contract for medical examination services for the moeobs challenge programme for a period of two 2 years,Ministry of Education,20/6/2022,Awarded by Items,HMI ONECARE PTE. LTD.,1
MOE000ETT22000007,period contract for medical examination services for the moeobs challenge programme for a period of two 2 years,Ministry of Education,20/6/2022,Awarded by Items,NORTHEAST HEALTH INTERNATIONAL PTE. LTD.,1
MOE000ETT22000007,period contract for medical examination services for the moeobs challenge programme for a period of two 2 years,Ministry of Education,20/6/2022,Awarded by Items,PANCARE MEDICAL CLINIC PTE. LTD.,1
PAS000ETT19300121,period contract for printing services of event signage onsite branding publicity materials and event collaterals for chingay parade 2020 with the option to recontract for the second year chingay 2021,People's Association,23/10/2019,Awarded by Items,ALLMASTER ENTERPRISE,4010
PAS000ETT19300121,period contract for printing services of event signage onsite branding publicity materials and event collaterals for chingay parade 2020 with the option to recontract for the second year chingay 2021,People's Association,23/10/2019,Awarded by Items,CN CANVAS & HARDWARE,49018
PAS000ETT19300121,period contract for printing services of event signage onsite branding publicity materials and event collaterals for chingay parade 2020 with the option to recontract for the second year chingay 2021,People's Association,23/10/2019,Awarded by Items,NPE PRINT COMMUNICATIONS PTE. LTD.,366.9
PAS000ETT19300121,period contract for printing services of event signage onsite branding publicity materials and event collaterals for chingay parade 2020 with the option to recontract for the second year chingay 2021,People's Association,23/10/2019,Awarded by Items,UNIVERSAL DISPLAYS PTE LTD,44202.6
