tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt,tender_clean,topic,gamma,LDA_Category
HDB000ETT22000307,design build maintain own and operate centralised cooling system batch 1,Housing and Development Board,30/11/2023,Awarded to Suppliers,KEPPEL DHCS PTE. LTD.,901,design build maintain   operate centralised cooling system batch ,6,0.8350762461390873,PPP Procurement - DBO
EMA000ETT19300003,retainer service to advise on technical matters pertaining to gas system network and infrastructure,Energy Market Authority of Singapore,25/9/2019,Awarded by Items,DNV SINGAPORE PTE. LTD.,940,retainer   advise  technical matters pertaining  gas system network  infrastructure,5,0.7442448589198942,Engineering Procurement - EPC
PUB000ETT23000030,44230051wsprenovation of toilets at admin building c at johor river waterworks,Public Utilities Board,19/4/2023,Awarded to Suppliers,HONG TAR CONSTRUCTION CO.,94146.61,wsprenovation  toilets  admin building c  johor river waterworks,7,0.9555669716075218,PPP Procurement - DBFO
PMOPSDETT20300002,provision of coaching programmes,Prime Minister's Office-Public Service Division,24/8/2020,Awarded by Items,ACADEMY OF SOLUTION FOCUSED TRAINING PTE. LTD.,19400,provision  coaching programmes,4,0.8909348918425916,Engineering Procurement - Services
HOMHQ0ETT18300160,replacement of existing fire protection system in tanah merah prison for singapore prison service,Ministry of Home Affairs-Ministry Headquarter,4/2/2020,Awarded to Suppliers,ATREX ENGINEERING PTE. LTD.,320370,replacement  existing fire protection system  tanah merah prison   prison ,7,0.9602751674938648,PPP Procurement - DBFO
HSA000ETT22000026,supply of casket labour and transport of unclaimed deceased bodies and pathological materials for cremation or burial for a period of 2 years with an option to extend for another 2 years,Health Sciences Authority,13/9/2022,Awarded to Suppliers,DIRECT FUNERAL SERVICES PTE. LTD.,5799.06,  casket labour  transport  unclaimed deceased bodies  pathological materials  cremation  burial     years        years,2,0.9698571304957914,General Procurement - Services
NST000ETT21000016,provision of laboratory space  facilities with controlled ambient conditions for the operation of metrology equipment with an option to extend for another 3 months on a per month per lot basis,"Agency for Science, Technology and Research",26/3/2021,Awarded to Suppliers,ACEZ INSTRUMENTS PTE. LTD.,139050,provision  laboratory space facilities  controlled ambient conditions   operation  metrology equipment        months   per month per lot basis,3,0.9771923200947364,Engineering Procurement - Goods
FOR000ETT21000027,provision of mechanical maintenance and water treatment services at the chancery for the embassy of the republic of singapore  washington united states of america,Ministry of Foreign Affairs,17/3/2022,Awarded to Suppliers,Carrier Corporation,263087.09,provision  mechanical maintenance  water treatment services   chancery   embassy   republic   washington united states  america,1,0.734186693276036,General Procurement - Goods
IPO000ETT23000001,supply of consultancy services to propose an outline of intangible asset valuation guidelines,Intellectual Property Office of Singapore,31/8/2023,Awarded to Suppliers,EY CORPORATE ADVISORS PTE. LTD.,395000,  consultancy services  propose  outline  intangible asset valuation guidelines,7,0.7185266101661634,PPP Procurement - DBFO
NST000ETT21000183,provision of one 1 unit of laser microscope,"Agency for Science, Technology and Research",31/1/2022,Awarded to Suppliers,KEYENCE SINGAPORE PTE LTD,156500,provision   unit  laser microscope,7,0.6901554775198522,PPP Procurement - DBFO
NHB000ETT21000014,invitation to tender for supply and delivery of gallery led light fixtures and led indoor recessed spot light at the peranakan museum,National Heritage Board,27/6/2022,Awarded by Items,GIB AUTOMATION PTE LTD,1080,invitation  tender    delivery  gallery led light fixtures  led indoor recessed spot light   peranakan museum,3,0.5584252381155027,Engineering Procurement - Goods
URA000ETT19300007,term contract for security services at the ura centre and the ura centre east wing for a period of three 3 years with an option to extend for another two 2 years,Urban Redevelopment Authority,17/5/2019,Awarded to Suppliers,PROSEGUR SINGAPORE PTE. LTD.,1801800,term contract  security services   ura centre   ura centre east wing      years         years,3,0.9698571243022801,Engineering Procurement - Goods
STB000ETT19300039,tender for proposed refurbishment works to marina bay cruise centre singapore at 61 marina coastal drive singapore 018947 on lot 307w ts30,Singapore Tourism Board,25/7/2019,Awarded to Suppliers,GOODRICH GLOBAL PTE. LTD.,517308,tender  proposed refurbishment works  marina bay cruise centre   marina coastal drive   lot w ts,1,0.9009512832732183,General Procurement - Goods
SSC000ETT22000015,invitation to tender for the provision of contact centre services for a period of two years with an option to extend for another year,Singapore Sports Council (Sport Singapore),6/7/2023,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,848276,invitation  tender   provision  contact centre services      years        ,4,0.9495926757076755,Engineering Procurement - Services
JTC000ETT21000044,provision of vmware licenses renewal and support services,Jurong Town Corporation,14/7/2021,Awarded to Suppliers,NCS PTE. LTD.,726665,provision  vmware licenses renewal  support services,4,0.9417622817208818,Engineering Procurement - Services
HLTHQ0ETT22000051,invitation to tender for the provision of quantity surveying consultancy services to the ministry of health for the proposed development of a polyclinic and kidney dialysis centre at taman jurong singapore,Ministry of Health-Ministry Headquarter,20/12/2022,Awarded to Suppliers,SURBANA JURONG CONSULTANTS PTE. LTD.,450000,invitation  tender   provision  quantity surveying consultancy services   ministry  health   proposed development   polyclinic  kidney dialysis centre  taman jurong ,5,0.5291663766155421,Engineering Procurement - EPC
HLTHQ0ETT23000027,the provision of courier services for biological samples medical supplies and documents to ministry of health moh moh itt a082023,Ministry of Health-Ministry Headquarter,17/1/2024,Awarded by Items,GIS HEALTHCARE COURIERS PTE. LTD.,504000, provision  courier services  biological samples medical supplies  documents  ministry  health moh moh itt ,4,0.9721003384891108,Engineering Procurement - Services
PUB000ETT21000025,construction of link sewers for the dtss phase 2 project  schedule iii contract 2 old choa chu kang road  jalan bahar balance works,Public Utilities Board,30/7/2021,Awarded to Suppliers,"ED. ZUBLIN AG, SINGAPORE BRANCH",61698000,construction  link sewers   dtss phase project schedule iii contract old choa chu kang road jalan bahar balance works,1,0.9796663976562427,General Procurement - Goods
NEA000ETT21000032,provision of renovation works for van kleef centre,National Environment Agency,28/7/2021,Awarded to Suppliers,GDS ENGINEERING PTE LTD,1547587,provision  renovation works  van kleef centre,4,0.5864519617894393,Engineering Procurement - Services
HDB000ETT22000162,provision of security monitoring services and maintenance of security alarm system at hdb branches year 2022,Housing and Development Board,14/9/2022,Awarded to Suppliers,ADEMCO (FAR EAST) PTE LTD,11250,provision  security monitoring services  maintenance  security alarm system  hdb branches  ,5,0.5027540038684719,Engineering Procurement - EPC
FOR000ETT18300072,provision of security guarding services at the singapore embassy in yangon including the staff residential block as well as the ambassadors residence,Ministry of Foreign Affairs,12/4/2019,Awarded to Suppliers,Exera Myanmar Limited,911312.15,provision  security guarding services    embassy  yangon   staff residential block  well   ambassadors residence,1,0.5644239686239797,General Procurement - Goods
NLB000ETT23000017,invitation to tender for the appointment of a contractor to provide comprehensive insurance policies for the national library board singapore,National Library Board,18/8/2023,Awarded to Suppliers,HOWDEN INSURANCE BROKERS (S.) PTE. LIMITED,1332184,invitation  tender   appointment   contractor   comprehensive insurance policies   national library board ,3,0.9640811795871053,Engineering Procurement - Goods
RPO000ETT21000019,tender for framework agreement for campuswide addition and alteration aa works for 1 year with option to renew for 2 years for oes,Republic Polytechnic,20/4/2022,Awarded by Items,ASA CONTRACTS PTE. LTD.,2,tender     campuswide addition  alteration aa works      renew  years  oes,1,0.6423907552293686,General Procurement - Goods
GVT000ETT24000002,for the provision of office cleaning and pest control services for ogps office at lazada one pr240209,Government Technology Agency  (GovTech),22/3/2024,Awarded to Suppliers,NIMBUS FACILITY SERVICES PTE. LTD.,262200,  provision  office cleaning  pest control services  ogps office  lazada  pr,3,0.665372955805515,Engineering Procurement - Goods
SPO000ETT19300042,ro19ed0008 proposed renovation works for eee staff office at t12l5  t12al5 at singapore polytechnic,Singapore Polytechnic,8/8/2019,Awarded to Suppliers,FONG YUE DEVELOPMENT PTE. LTD.,1608000,roed proposed renovation works  eee staff office  tl tal   polytechnic,3,0.5150200314340778,Engineering Procurement - Goods
SSC000ETT23000038,design and build waterslides at sengkang swimming complex,Singapore Sports Council (Sport Singapore),11/1/2024,Awarded to Suppliers,WATERLAND SERVICES PTE. LTD.,2597640,design  build waterslides  sengkang swimming complex,6,0.6377675642595898,PPP Procurement - DBO
FOR000ETT19300068,provision for cleaning services at the singapore embassy in phnom penh cambodia,Ministry of Foreign Affairs,17/4/2020,Awarded to Suppliers,"BPS (Cambodia) Co.,Ltd",130106.34,provision  cleaning services    embassy  phnom penh cambodia,4,0.8167537355505831,Engineering Procurement - Services
HDB000ETT20300046,provision of 24hour security services at hdb centre of building research cbr,Housing and Development Board,6/7/2020,Awarded to Suppliers,INTERLOCK SECURITY AND INVESTIGATION SERVICES PTE LTD,993600,provision  hour security services  hdb centre  building research cbr,4,0.6933328481884189,Engineering Procurement - Services
SCB000ETT23000016,tender for the appointment of a company to design produce supply deliver provide components and repair services to the science resource kit on plant transport system for science centre board,Science Centre Board,16/10/2023,Awarded to Suppliers,THE HOMELAB PTE. LTD.,162650,tender   appointment   company  design produce  deliver  components  repair services   science resource kit  plant transport system  science centre board,6,0.9016247702836615,PPP Procurement - DBO
HSA000ETT19300011,provision of integrated facilities management services for health sciences authority for a period of three years with yearly options for another three years,Health Sciences Authority,6/8/2019,Awarded to Suppliers,INDECO ENGINEERS (PTE) LTD,5978855,provision  integrated facilities management services  health sciences authority      years  yearly options    years,2,0.969857117729418,General Procurement - Services
EMA000ETT20300008,consultancy studies to develop technical and market based solutions to address intermittency at higher solar photovoltaics penetrations,Energy Market Authority of Singapore,9/7/2020,Awarded to Suppliers,SIEMENS PTE. LTD.,703120,consultancy studies  develop technical  market based solutions  address intermittency  higher solar photovoltaics penetrations,5,0.9721003391838944,Engineering Procurement - EPC
NCS000ETT20300009,invitation to tender itt for tote board social service fund tbssf fy1922 impact assessment study charmaine50045,National Council of Social Service,13/10/2020,Awarded to Suppliers,IMRB MILLWARD BROWN INTERNATIONAL PTE LTD,999700,invitation  tender itt  tote board social  fund tbssf fy impact assessment study charmaine,6,0.8745585438424006,PPP Procurement - DBO
MHA00003000007564,supply delivery installation commissioning and comprehensive maintenance of video streaming system for police coast guard and singapore civil defence force boats,Ministry of Home Affairs - Ministry Headquarter 1,11/5/2021,Award by interface record,ST ENGINEERING URBAN SOLUTIONS LTD.,4791204, delivery installation commissioning  comprehensive maintenance  video streaming system  police coast guard   civil defence force boats,7,0.975714893447521,PPP Procurement - DBFO
CPF000ETT21000017,period contract for temporary manpower,Central Provident Fund Board,13/10/2021,Awarded by Items,ACHIEVE CAREER CONSULTANT PTE LTD,256.75, contract  temporary manpower,5,0.6000163751177703,Engineering Procurement - EPC
LTA000ETT22000076,utilities diversion and associated works,Land Transport Authority,14/12/2022,Awarded to Suppliers,JIN CHOON CIVIL ENGINEERING PTE. LTD.,23400000,utilities diversion  associated works,1,0.9155136084688502,General Procurement - Goods
BCA000ETT21000003,proposed estate upgrading programme eup batch 9 at sea breeze garden estate,Building and Construction Authority,13/7/2021,Awarded to Suppliers,YU YEO CONSTRUCTION PTE LTD,1220978,proposed estate upgrading programme eup batch  sea breeze garden estate,5,0.9640811811091602,Engineering Procurement - EPC
HDB000ETT23000146,multidisciplinary civil  structural engineering and quantity surveying consultancy services for various demolition projects batch 24,Housing and Development Board,25/9/2023,Awarded to Suppliers,ANG & ONG CONSULTANTS PTE. LTD.,181000,multidisciplinary civil structural engineering  quantity surveying consultancy services   demolition projects batch ,5,0.967221660534619,Engineering Procurement - EPC
JTC000ETT23000061,design development and installation of new chilled water plant equipment at jtc chemicals hub,Jurong Town Corporation,30/10/2023,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,977700,design development  installation  new chilled water plant equipment  jtc chemicals hub,7,0.857351937619488,PPP Procurement - DBFO
HDB000ETT22000264,term contract for maintenance of airconditioning and mechanical ventilation system in various hdb branches from 1 apr 2023 to 31 mar 2026 sector 2,Housing and Development Board,13/3/2023,Awarded to Suppliers,HEATOLOGY LLP,31.5,term contract  maintenance  airconditioning  mechanical ventilation system   hdb branches  apr  mar sector ,3,0.5020900819189124,Engineering Procurement - Goods
MPA000ETT23000013,appointment of event manager for four editions of singapore maritime week 2024 to 2027,Maritime and Port Authority of Singapore,19/9/2023,Awarded to Suppliers,EXPERIA EVENTS PTE. LTD.,4,appointment  event manager  four editions   maritime week  ,2,0.9495926816722912,General Procurement - Services
EDB000ETT21000021,invitation to tender t192021 for the provision of respectful workplace training services for edb oic  chan ying xuan pr 20211194,Economic Development Board,8/2/2022,Awarded to Suppliers,WORKWELL ASSOCIATES PTE. LTD.,24000,invitation  tender t   provision  respectful workplace training services  edb oic chan ying xuan pr ,1,0.38149013403643123,General Procurement - Goods
NEA000ETT21000093,supply and delivery of landfill equipment to semakau landfill,National Environment Agency,20/12/2021,Awarded to Suppliers,HUASING CONSTRUCTION & TRADING PTE LTD,198500,  delivery  landfill equipment  semakau landfill,4,0.6985646231886937,Engineering Procurement - Services
NYP000ETT19300010,tender for comprehensive maintenance of network equipment and provision of network operations support services,Nanyang Polytechnic,3/6/2019,Awarded by Items,3D INFOSYSTEMS PTE. LTD.,465287.87,tender  comprehensive maintenance  network equipment  provision  network operations support services,4,0.8446367051633903,Engineering Procurement - Services
MOE000ETT19300105,nsgo appointment of contractor for the provision of football referee services for 2020 to 2022 nsg football championships for spssc and sssc,Ministry of Education,23/12/2019,Awarded to Suppliers,FOOTBALL ASSOCIATION OF SINGAPORE,415440,nsgo appointment  contractor   provision  football referee services   nsg football championships  spssc  sssc,3,0.969857128136854,Engineering Procurement - Goods
LTA000ETT22000068,qualified person supervision services for contract j115a jurong region line phase 2,Land Transport Authority,20/2/2023,Awarded to Suppliers,TERS CONSULTING PTE. LTD.,7137900,qualified person supervision services  contract ja jurong region line phase ,3,0.6054265949925979,Engineering Procurement - Goods
NST000ETT23000096,design and renovation of office units at 8 cleanloop cleantech 3 level 7 073435 singapore 637145,"Agency for Science, Technology and Research",9/1/2024,Awarded to Suppliers,GREEEN PTE. LTD.,409332.84,design  renovation  office units  cleanloop cleantech level  ,6,0.8076091844102855,PPP Procurement - DBO
PAS000ETT20300238,invitation to tender for group personal accident insurance for members of respective committees and their regular helpers please refer to attachment for details,People's Association,23/12/2020,Awarded to Suppliers,HSBC LIFE (SINGAPORE) PTE. LTD.,605756.6,invitation  tender  group personal accident insurance  members  respective committees   regular helpers    attachment  details,3,0.972100335475232,Engineering Procurement - Goods
NST000ETT19300165,timre11fy19  one 1 unit of continuous carbon fiber reinforced thermoplastic prepregs manufacturing line and  or one 1 unit of carbon fiber sizing system,"Agency for Science, Technology and Research",21/5/2020,Awarded to Suppliers,ANEXUS PTE. LTD.,3506673.24,timrefy  unit  continuous carbon fiber reinforced thermoplastic prepregs manufacturing line    unit  carbon fiber sizing system,2,0.7605668937044383,General Procurement - Services
PUB000ETT19300246,sewerage scheme to serve pulau punggol barat  soil investigation marine for proposed pipe bridge,Public Utilities Board,22/1/2020,Awarded to Suppliers,GROUND INSTRUMENTATION & ENGINEERING PTE. LTD.,255460,sewerage scheme  serve pulau punggol barat soil investigation marine  proposed pipe bridge,6,0.9698571212453294,PPP Procurement - DBO
SFA000ETT21000024,invitation to tender for the provision of laboratory testing services for selected chemical testing of food samples for a period of 3 years the 3rd year being optional,Singapore Food Agency,20/10/2021,Awarded by Items,ALS TECHNICHEM (SINGAPORE) PTE LTD,317100,invitation  tender   provision  laboratory testing services  selected chemical testing  food samples     years  rd   optional,4,0.8088741398653382,Engineering Procurement - Services
SPO000ETT19300032,ro18ed0138 term contract for the provision of audiovisual maintenance services and related work to existing facilities at singapore polytechnic for period of 24 months from 1 july 2019 to 30 june 2021,Singapore Polytechnic,21/6/2019,Awarded to Suppliers,ELECTRO-ACOUSTICS SYSTEMS PTE. LTD.,289934.85,roed term contract   provision  audiovisual maintenance services   work  existing facilities   polytechnic    months  july  june ,3,0.8101418763135958,Engineering Procurement - Goods
GVT000ETT20300047,supply and delivery of influenza vaccination services to the employees of the government technology agency govtech and its subsidiary pr201696,Government Technology Agency  (GovTech),19/4/2021,Awarded to Suppliers,DOCTOR ANYWHERE OPERATIONS PTE. LTD.,36000,  delivery  influenza vaccination services   employees    technology agency govtech   subsidiary pr,2,0.9640811784134371,General Procurement - Services
MOE000ETT20300033,soil investigation for the proposed redevelopment of temasek junior college,Ministry of Education,6/8/2020,Awarded to Suppliers,ASIA GEORESEARCH AGENCY CORPORATION PTE LTD,276848,soil investigation   proposed redevelopment  temasek junior college,1,0.5252022449459094,General Procurement - Goods
CDVHQ0ETT18300056,invitation to tender for the provision of upgrade of the integrated security system for singapore girls home,Ministry of Social and Family Development - Ministry Headquarter,14/5/2019,Awarded to Suppliers,ATT SYSTEMS (S'PORE) PTE LTD,1620160,invitation  tender   provision  upgrade   integrated security system   girls home,4,0.6952398592123854,Engineering Procurement - Services
HDB000ETT18300233,independent 3rd party assessor for solar pv assessment  solarnova phase 3,Housing and Development Board,23/8/2019,Awarded to Suppliers,TUV SUD PSB PTE. LTD.,286400,independent rd party assessor  solar pv assessment solarnova phase ,6,0.9602751646931342,PPP Procurement - DBO
HLTHQ0ETT23000039,building improvement works to ministry of health moh,Ministry of Health-Ministry Headquarter,11/3/2024,Awarded to Suppliers,EVERPAINT ENTERPRISE PTE. LTD.,4316716,building improvement works  ministry  health moh,4,0.4757371557186148,Engineering Procurement - Services
CDVHQ0ETT21000039,invitation to tender for the operation of problem gambling helpline and webchat services,Ministry of Social and Family Development - Ministry Headquarter,8/4/2022,Awarded to Suppliers,INSTITUTE OF MENTAL HEALTH,5097200,invitation  tender   operation  problem gambling helpline  webchat services,3,0.9555669663911427,Engineering Procurement - Goods
LAWHQ0ETT23000003,invitation to tender for design develop install test training and commission a fully operational public defender office case management system pdcms,Ministry of Law-Ministry Headquarter,10/10/2023,Awarded to Suppliers,DELOITTE CONSULTING PTE. LTD.,8833235,invitation  tender  design develop install test training  commission  fully operational public defender office case management system pdcms,6,0.5758468542610526,PPP Procurement - DBO
NPO000ETT19300029,nphs2119 grf hs190037 tender for the supply delivery commissioning and maintenance of equipment for optometry laboratory for school of health sciences ngee ann polytechnic,Ngee Ann Polytechnic,3/1/2020,Awarded to Suppliers,MANDARIN OPTO-MEDIC CO PTE LTD,101250,nphs grf hs tender    delivery commissioning  maintenance  equipment  optometry laboratory  school  health sciences ngee ann polytechnic,6,0.7148572244047041,PPP Procurement - DBO
MAS000ETT19300036,invitation to tender for pest control services for three years from 1 april 2020 to 31 march 2023,Monetary Authority of Singapore,4/12/2019,Awarded to Suppliers,OCS GROUP (S) PEST SOLUTIONS PTE. LTD.,48804,invitation  tender  pest control services   years  april  march ,3,0.661595213274948,Engineering Procurement - Goods
HOMHQ0ETT19300103,construction of 5 full functioning armouries at immigration  checkpoints authority,Ministry of Home Affairs-Ministry Headquarter,29/5/2020,Awarded to Suppliers,HOFEN BUILDERS PTE. LTD.,1763500,construction  full functioning armouries  immigration checkpoints authority,1,0.9495926782567033,General Procurement - Goods
HDB000ETT23000187,instrumentation and monitoring works for earthworks and infrastructure works at ang mo kio n8,Housing and Development Board,22/11/2023,Awarded to Suppliers,BETIME ENGINEERING PTE. LTD.,78598.36,instrumentation  monitoring works  earthworks  infrastructure works  ang mo kio n,1,0.9640811855799695,General Procurement - Goods
MOE000ETT19300066,project management consultancy services for the redevelopment of an existing education institution site 1,Ministry of Education,14/11/2019,Awarded to Suppliers,PM LINK PTE LTD,0.77,project management consultancy services   redevelopment   existing education institution site ,5,0.44946401564417793,Engineering Procurement - EPC
CDVHQ0ETT23000009,invitation to tender for the provision of meals in an emergency,Ministry of Social and Family Development - Ministry Headquarter,13/10/2023,Awarded to Suppliers,ELSIE'S KITCHEN CATERING SERVICES PTE. LTD.,112800,invitation  tender   provision  meals   emergency,4,0.9310516603500519,Engineering Procurement - Services
CDVHQ0ETT21000036,invitation to tender for the provision of level 4 group teen triple p programmes for probationer,Ministry of Social and Family Development - Ministry Headquarter,18/4/2022,Awarded by Items,COMPASS LIFE,60000,invitation  tender   provision  level group teen triple p programmes  probationer,4,0.7072215235147952,Engineering Procurement - Services
HSA000ETT20300005,invitation to tender for middleware and application system software support,Health Sciences Authority,14/5/2020,Awarded to Suppliers,CTC GLOBAL PTE. LTD.,3811349.16,invitation  tender  middleware  application system software support,4,0.8151375013790766,Engineering Procurement - Services
MPA000ETT20300022,drydocking repairs repainting and survey of one unit buoy tender vessel panduan,Maritime and Port Authority of Singapore,27/11/2020,Awarded to Suppliers,ASL SHIPYARD PTE LTD,488590,drydocking repairs repainting  survey   unit buoy tender vessel panduan,1,0.7421629392630614,General Procurement - Goods
RPO000ETT18300052,tender for construction of building integrated photovoltaic bipv shelter with offgrid system for seg,Republic Polytechnic,1/4/2019,Awarded to Suppliers,AKK TH3X (S) PTE. LTD.,356341,tender  construction  building integrated photovoltaic bipv shelter  offgrid system  seg,7,0.40680278783785073,PPP Procurement - DBFO
PUB000ETT21000140,supply of water level data at waterways tenth contract,Public Utilities Board,29/11/2021,Awarded to Suppliers,BLUGRAPH TECHNOLOGIES PTE. LTD.,496200,  water level data  waterways tenth contract,5,0.5952323207500015,Engineering Procurement - EPC
GVT000ETT20300027,bulk tender for the provision of wide area network wan bandwidth services to government ministriesdepartments organs of state and statutory boards,Government Technology Agency  (GovTech),30/7/2021,Awarded to Suppliers,STARHUB LTD.,1,bulk tender   provision  wide area network wan bandwidth services   ministriesdepartments organs  state  statutory boards,7,0.7396840000661764,PPP Procurement - DBFO
NEA000ETT23000016,tender for waste characterisation study,National Environment Agency,24/5/2023,Awarded by Items,ENSURE ENGINEERING PTE LTD,120000,tender  waste characterisation study,6,0.9155135868017168,PPP Procurement - DBO
NEA000ETT18300123,deployment and maintenance of mosquito traps,National Environment Agency,26/4/2019,Awarded to Suppliers,PEOPLE ADVANTAGE PTE. LTD.,49599420,deployment  maintenance  mosquito traps,2,0.46788375850534003,General Procurement - Services
STB000ETT22000018,request for proposal for the construction design and fitout of temasek suite at the 2022 formula 1 singapore grand prix,Singapore Tourism Board,21/7/2022,Awarded to Suppliers,KINGSMEN EXHIBITS PTE LTD,318130,request  proposal   construction design  fitout  temasek suite   formula  grand prix,6,0.8590399233499308,PPP Procurement - DBO
CDVHQ0ETT21000022,invitation to tender for the provision of a digital agency,Ministry of Social and Family Development - Ministry Headquarter,11/10/2021,Awarded to Suppliers,KRDS DIGITAL PTE. LTD.,1062900,invitation  tender   provision   digital agency,4,0.5356942059057554,Engineering Procurement - Services
PAS000ETT22000162,provision of services for the production of chingay multimedia creative team multimedia content creation and management team choreography and dancers and makeup and hairdo,People's Association,6/10/2022,Awarded by Items,FITNESSARTS PTE. LTD.,99500,provision  services   production  chingay multimedia creative team multimedia content creation  management team choreography  dancers  makeup  hairdo,1,0.6743384924994975,General Procurement - Goods
MHA00003000015163,provision of accredited checker and specialist accredited checker geotechnical services for the proposed woodlands checkpoint redevelopment project,Ministry of Home Affairs - Ministry Headquarter 1,2/3/2023,Award by interface record,PH CONSULTING PTE. LTD.,566660,provision  accredited checker  specialist accredited checker geotechnical services   proposed woodlands checkpoint redevelopment project,1,0.8702397644486565,General Procurement - Goods
MDA000ETT20300014,request for proposal for appointment of legal panel for the provision of legal services,Info-communications Media Development Authority - MDA,29/9/2020,Awarded by Items,AXIOM GLOBAL SOLUTIONS PTE. LTD.,1,request  proposal  appointment  legal panel   provision  legal services,2,0.5608182205250795,General Procurement - Services
JTC000ETT19300034,provision of accredited checker geo services for construction of infrastructure works at bulim phase 1,Jurong Town Corporation,4/7/2019,Awarded to Suppliers,JIB SPECIALIST CONSULTANTS PTE. LTD.,35625,provision  accredited checker geo services  construction  infrastructure works  bulim phase ,1,0.8230633973311222,General Procurement - Goods
ESG000ETT19300018,supply delivery and installation of system furniture and chairs,Enterprise Singapore,10/10/2019,Awarded by Items,GENISYS OFFICE SYSTEM PTE. LTD.,173172, delivery  installation  system furniture  chairs,7,0.9310516723003995,PPP Procurement - DBFO
NHB000ETT19300021,nhb intends to conduct a comprehensive review of core processes in collections and exhibitions management across 10 institutions to identify gaps and areas for improvement ensure reasonable total security protection of artefacts and further the accessibility of the national collection,National Heritage Board,25/10/2019,Awarded by Items,Keepthinking Limited,268097,nhb intends  conduct  comprehensive review  core processes  collections  exhibitions management across institutions  identify gaps  areas  improvement ensure reasonable total security protection  artefacts    accessibility   national collection,6,0.8535648895194909,PPP Procurement - DBO
HDB000ETT21000001,supply of ordinary portland cement to the hdb batch 43,Housing and Development Board,8/4/2021,Awarded to Suppliers,SINGAPORE CEMENT MANUFACTURING COMPANY (PRIVATE) LIMITED,75.21,  ordinary portland cement   hdb batch ,5,0.9310516773452868,Engineering Procurement - EPC
HDB000ETT21000167,a supply delivery and installation of dual bicycle racks at hdb towns batch 7 and b distributorship of the dual bicycle rack system,Housing and Development Board,1/3/2022,Awarded to Suppliers,PLANTWERKZ PTE. LTD.,46450,  delivery  installation  dual bicycle racks  hdb towns batch  b distributorship   dual bicycle rack system,6,0.6955709395755233,PPP Procurement - DBO
NST000ETT22000039,invitation to tender provision of one unit of defect review scanning electron microscope drsem system,"Agency for Science, Technology and Research",20/3/2023,Awarded to Suppliers,APPLIED MATERIALS SOUTH EAST ASIA PTE. LTD.,4147500,invitation  tender provision   unit  defect review scanning electron microscope drsem system,7,0.5465911674037656,PPP Procurement - DBFO
NST000ETT19300009,supply delivery installation commissioning and training of one unit of field emission transmission electron microscope fetem,"Agency for Science, Technology and Research",18/4/2019,Awarded to Suppliers,JEOL ASIA PTE. LTD.,1893000, delivery installation commissioning  training   unit  field emission transmission electron microscope fetem,7,0.9672216627139684,PPP Procurement - DBFO
IRA000ETT20300015,provision of call centre services,Inland Revenue Authority of Singapore,10/2/2021,Awarded to Suppliers,WEBCALL PTE. LTD.,10200,provision  call centre services,4,0.9155135909213388,Engineering Procurement - Services
LTA000ETT18300179,qualified person supervision services for northsouth corridor contract n109,Land Transport Authority,27/5/2019,Awarded to Suppliers,RCY PTE. LTD.,13986662,qualified person supervision services  northsouth corridor contract n,3,0.8304700546093434,Engineering Procurement - Goods
NEA000ETT21000075,provision of calibration and maintenance services for hazmat detection and monitoring equipment,National Environment Agency,18/11/2021,Awarded to Suppliers,PRECISION TECHNOLOGIES PTE LTD,1047689,provision  calibration  maintenance services  hazmat detection  monitoring equipment,4,0.9555669683501302,Engineering Procurement - Services
HLTHQ0ETT23000021,request for proposal for the provision of nursing home services at nursing home facility at 60 buangkok view,Ministry of Health-Ministry Headquarter,22/1/2024,Awarded to Suppliers,ST ANDREW'S MISSION HOSPITAL,1,request  proposal   provision  nursing home services  nursing home facility  buangkok view,4,0.9672216537140116,Engineering Procurement - Services
NPB000ETT22000081,provision of conceptualisation design production and delivery of educational resources on our city in nature,National Parks Board,9/5/2023,Awarded to Suppliers,CHILD EDUCATIONAL CO. PTE LTD,351360,provision  conceptualisation design production  delivery  educational resources   city  nature,2,0.9602751587996152,General Procurement - Services
NST000ETT21000042,currently ices has about 180 staff 10 function staff 40 tenants and 40 students who require transportation to commute to and from ices jurong island in view of the expiring chartered bus service contract we are opening a new tender for a two 2  two 2 year service contract,"Agency for Science, Technology and Research",30/7/2021,Awarded to Suppliers,JK59 TRANSPORT PTE. LTD.,581800,currently ices   staff function staff tenants  students  require transportation  commute    ices jurong island  view   expiring chartered bus  contract   opening  new tender       contract,3,0.9832913480917723,Engineering Procurement - Goods
SDC000ETT19300035,term contract to operate bus transportation services for sentosa development corporation for a period of five 5 years,Sentosa Development Corporation,10/1/2020,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,10614752,term contract  operate bus transportation services  sentosa development corporation     five years,3,0.9672216457611699,Engineering Procurement - Goods
