tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
MOESCHETT19300014,provision of sec 2 and sec 3 outdoor adventure camps in year 2020 for montfort secondary school,Ministry of Education - Schools,20/11/2019,Awarded by Items,CAMELOT PTE. LTD.,66250
MOE000ETT23000057,mechanical and electrical engineering consultancy services for the development of an educational institution in the northwestern part of singapore,Ministry of Education,15/2/2024,Awarded to Suppliers,WSP CONSULTANCY PTE. LTD.,853798
MOE000ETT23000058,quantity surveying consultancy services for the development of an educational institution in the northwestern part of singapore,Ministry of Education,15/2/2024,Awarded to Suppliers,ASIA INFRASTRUCTURE SOLUTIONS SINGAPORE PTE. LTD.,0.66
MOE000ETT23000059,project management consultancy services for the development of an educational institution in the northwestern part of singapore,Ministry of Education,15/2/2024,Awarded to Suppliers,SIPM CONSULTANTS PTE. LTD.,0.75
MOE000ETT23000060,provision of group personal accident gpa insurance for a period of 3 base years 2024 to 2026 and 3 option years 2027 to 2029 for students in moe government and governmentaided schools ggas and moe kindergartens mks,Ministry of Education,27/11/2023,Awarded to Suppliers,INCOME INSURANCE LIMITED,37961800
MOE000ETT23000061,provision of venue facilities and refreshment for moe national day award investiture ndai 2023 for 2021 and 24 nov 2023,Ministry of Education,1/11/2023,Awarded to Suppliers,RESORTS WORLD AT SENTOSA PTE. LTD.,362770
MOE000ETT23000062,to complement the teaching and learning of tamil language lessons,Ministry of Education,11/1/2024,Awarded by Items,EXCELASIA IT CONSULTING PTE. LTD.,78000
MOE000ETT23000063,to complement the teaching and learning of malay language lessons,Ministry of Education,13/12/2023,Awarded by Items,GREY MATTERZ DESIGN,409950
MOE000ETT23000064,to provide land tour services for student immersion programmes to china,Ministry of Education,24/10/2023,Awarded by Items,GLOBAL TRAVEL EXPERTS PTE. LTD.,158302
MOE000ETT23000069,professional services to conduct customer satisfaction survey css for ssoe2 programme this tender is for the conduct of css for cy2023 firm award with the option to conduct 2 further css in subsequent years cy2024 and cy2025 optional award for each year,Ministry of Education,15/2/2024,Awarded to Suppliers,INSIGHTS TABLE PTE. LTD.,54700
MOE000ETT23000070,appointment of contractor for the provision of technical officials for the 2024 national school games nsg badminton competitions under the singapore primary schools sports council spssc and singapore schools sports council sssc with options to further provide technical officials for 2025 and 2026 nsg badminton competitions,Ministry of Education,16/1/2024,Awarded to Suppliers,TAN PHAYE PHAYE,550590
MOE000ETT23000077,invitation to tender to procure site supervisory services for school projects,Ministry of Education,9/1/2024,Awarded to Suppliers,CONSTRUCTION PROFESSIONALS PTE. LTD.,17732472
MOE000ETT23000079,services for the administration of an online survey,Ministry of Education,5/1/2024,Awarded to Suppliers,ACTIVEO SINGAPORE PTE. LTD.,123500
MOE000ETT23000080,engagement of alfi for the purpose of conducting activities on moe adventure facilities in ccoalc and dfoalc during selected cohort camps from 1st january 2024 to 30th november 2024 with the option to extend till 30th november 2025,Ministry of Education,15/1/2024,Awarded to Suppliers,GEAR UP SG PTE. LTD.,300000
MOE000ETT23000083,appointment of contractor for the provision of technical officials for the 2024 national school games nsg rugby competitions under the singapore primary schools sports council spssc and singapore schools sports council sssc with options to further provide technical officials for 2025 and 2026 nsg rugby competitions,Ministry of Education,1/2/2024,Awarded to Suppliers,Singapore Rugby Union,120780
MOE000ETT23000085,tender no moe23peb09002 supply and delivery of snacks and beverages for moe kindergartens for a period of two 2 years,Ministry of Education,5/2/2024,Awarded to Suppliers,HARA HONG KONG TIM SUM PTE LTD,12858
MOE000ETT23000088,provision of security services at the ministry of education building at 1 north buona vista drive for a period of three 3 years with an option to continue for another three 3 years,Ministry of Education,15/3/2024,Awarded to Suppliers,REACHFIELD SECURITY & SAFETY MANAGEMENT PTE. LTD.,14224200
MOE000ETT23000089,provision of stories for and the design publication and delivery of primary 1 and primary 2 malay language supplementary readers  refer to tender documents for details,Ministry of Education,23/2/2024,Awarded to Suppliers,MINI MONSTERS LIMITED,77028
MOE000ETT23000090,supply and installation of synthetic turf system for playfield epdm system for 2lane jogging tracks and bocce court at 1 bukit batok west avenue 2 singapore 659203,Ministry of Education,12/3/2024,Awarded to Suppliers,KOHUP SPORTS PTE LTD,162360
MOE000ETT23000094,appointment of contractor for the provision of organising managing and conducting services for the 2024 national school games nsg water polo championships under singapore school sports council sssc with options to further provide the provision of organising managing and conducting services for the 2025 national school games nsg water polo championships and 2026 national school games nsg water polo championships,Ministry of Education,15/2/2024,Awarded to Suppliers,SDS OUTDOOR ADVENTURE CONSULTANTS,86100
MOE000ETT23000096,appointment of contractor for the provision of competition management for the 2024 national school games nsg swimming competition under the singapore primary schools sports council spssc and singapore school sports council sssc with options to further provide the provision of competition management for the 2025 national school games nsg swimming competition and 2026 national school games nsg swimming competition,Ministry of Education,22/3/2024,Awarded to Suppliers,TEM TRADING AND SERVICES,209100
MOESCHETT19300001,provision of laundry services to national junior college boarding school for a contract period of two years with an option to extend for one year,Ministry of Education - Schools,10/5/2019,Awarded to Suppliers,CITY WASH PTE. LTD.,2100
MOESCHETT19300002,provision of a 4d3n year 3 adventure camp in singapore for dunman high school,Ministry of Education - Schools,10/4/2019,Awarded to Suppliers,ADVENTURE PLUS PTE. LTD.,101555
MOESCHETT19300004,provision of a 16day bicultural studies educational immersion programme to united states of america for dunman high school,Ministry of Education - Schools,30/5/2019,Awarded to Suppliers,STA TRAVEL (PTE) LTD,119818.39
MOESCHETT19300005,supply of chinese orchestra conductor and sectional instructors to catholic high school secondary please refer to the tender documents for details,Ministry of Education - Schools,27/6/2019,Awarded by Items,Jin Shiyi,28560
MOESCHETT19300007,provision of laundry services to dunman high school hostel for a contract period of two years with an option to extend for one year,Ministry of Education - Schools,1/7/2019,Awarded to Suppliers,RIE'S LAUNDRY,990
MOESCHETT19300008,supply of chinese orchestra conductor and sectional instructors to catholic high school pri please refer to tender documents for details,Ministry of Education - Schools,26/7/2019,Awarded by Items,CHIA CAM MENG JOHNNY,14950
MOESCHETT19300009,provision of a 14d12n bicultural experience west trip to united states of america usa for catholic high school secondary,Ministry of Education - Schools,7/8/2019,Awarded to Suppliers,STA TRAVEL (PTE) LTD,160585.96
MOESCHETT19300010,provision of a 14day bicultural experience west trip to united states of america for chij st nicholas girls school secondary,Ministry of Education - Schools,21/10/2019,Awarded to Suppliers,STA TRAVEL (PTE) LTD,96086.82
MOESCHETT19300012,provision of bus services for dunman high school for a period of two years with an option to continue for another two years,Ministry of Education - Schools,19/11/2019,Awarded to Suppliers,ALBERT PANG TRANSPORT,374400
MOESCHETT19300015,provision of level camps for sec 1 to 3 and provision of motivation etiquette and work attachment programme for sec 4 and 5 students of bedok view secondary school,Ministry of Education - Schools,16/1/2020,Awarded by Items,ADAM KHOO LEADERSHIP COMPANY PTE. LTD.,74205
MOESCHETT20300001,provision indoor sports climbing wall for outram secondary school,Ministry of Education - Schools,16/11/2020,Awarded to Suppliers,EXPONENT CHALLENGE TECHNOLOGY ASIA PTE. LTD.,166890
MOESCHETT20300010,provision of laundry services to victoria hall of victoria school for a contract period of two years with an option to continue for two years,Ministry of Education - Schools,15/9/2020,Awarded to Suppliers,KLEEN WASH LAUNDRY,1980
MOESCHETT20300015,provision of manpower services for dunman high school and dunman high school hostel for 1 one firm year and option to extend up to 2 two years annually please refer to tender documents for details,Ministry of Education - Schools,1/10/2020,Awarded by Items,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,350268
MOESCHETT20300016,provision for the catering of meals to dunman high school hostel for a contract period of two years with an option to extend for one year,Ministry of Education - Schools,4/11/2020,Awarded to Suppliers,LENG HIANG CATERING,2880
MOESCHETT20300017,provision of manpower services for crescent girls school please refer to the tender documents for details,Ministry of Education - Schools,24/12/2020,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,175392
MOESCHETT20300018,provision of band instructors for maha bodhi school please refer to the tender documents attached,Ministry of Education - Schools,20/1/2021,Awarded by Items,Quek Boon Hui,123000
MOESCHETT21000010,provision of manpower services for kong hwa school please refer to the tender documents attached,Ministry of Education - Schools,28/7/2021,Awarded by Items,RMA CONSULTANTS PTE LTD,66072.6
MOESCHETT21000011,provision for the catering of meals to national junior college boarding school for a contract period of two years with an option to extend for one year,Ministry of Education - Schools,24/9/2021,Awarded to Suppliers,PRO*3 INSTITUTIONAL CATERING PTE. LTD.,3042
MOESCHETT21000015,replacement of audio and visual replacement of audio and visual system in performance theatre of victoria junior college at 20 marine vista singapore 449035 with optional 1 year comprehensive maintenance services,Ministry of Education - Schools,18/11/2021,Awarded to Suppliers,ELECTRO ACOUSTICS RESEARCH (1999) PTE. LTD.,212970.95
MOESCHETT21000017,provision for the catering of meals to victoria hall of victoria school for a contract period of two years with an option to extend up to two years on an annual basis,Ministry of Education - Schools,23/11/2021,Awarded to Suppliers,SELECT GROUP PTE. LTD.,2178
MOESCHETT21000018,supply of instructors for basketball boys and girls cca training programme in unity secondary school please refer to the tender documents for details,Ministry of Education - Schools,1/3/2022,Awarded by Items,Ang Kuang Ngee,54400
MOESCHETT21000020,supply of conductor and instrument instructors for chinese orchestra cca training programme in kong hwa school please refer to tender documents for details,Ministry of Education - Schools,21/2/2022,Awarded by Items,NG RUI JUN,12250
MOESCHETT21000021,supply of instructors for badminton cca training programme in kong hwa school please refer to the tender documents attached,Ministry of Education - Schools,30/3/2022,Awarded to Suppliers,TITAN BADMINTON ACADEMY,123650
MOESCHETT21000022,supply of instructors for table tennis cca training programme in kong hwa school please refer to the tender documents attached,Ministry of Education - Schools,18/3/2022,Awarded by Items,NEWAY TABLE TENNIS PTE. LTD.,82733.22
MOESCHETT21000023,supply of instructors for artistic and rhythmic gymnastics cca programme in marymount convent school please refer to the tender documents attached,Ministry of Education - Schools,21/4/2022,Awarded by Items,JENNY GYMNASTICS AND FITNESS CONSULTANCY,29000
MOESCHETT22000001,provision of laundry services to national junior college boarding school for a period of two years with an option to extend for another two years,Ministry of Education - Schools,5/5/2022,Awarded to Suppliers,UNITED LAUNDRY PTE. LTD.,4050
MOESCHETT22000006,provision of manpower services for crescent girls school please refer to the tender documents attached,Ministry of Education - Schools,28/12/2022,Awarded to Suppliers,WIZLEARN TECHNOLOGIES PTE. LTD.,181917.12
MOESCHETT22000013,supply of instructors for track and field cca programme in catholic high school secondary please refer to the tender documents for details,Ministry of Education - Schools,4/11/2022,Awarded by Items,Lauren Jana,141000
MOESCHETT23000004,supply of conductor and sectional instructors for chinese orchestra cca in catholic high school primary please refer to the tender documents for details,Ministry of Education - Schools,4/7/2023,Awarded by Items,CHENG HO KWAN KEVIN,105480
MOESCHETT23000005,provision of 16day bicultural studies bsp educational immersion programme to united states of america for year 3 and year 4 students,Ministry of Education - Schools,25/7/2023,Awarded to Suppliers,NAM HO TRAVEL SERVICE (SINGAPORE) PRIVATE LIMITED,186534
MOESCHETT23000006,provision of 12 days 11 nights bicultural overseas experiential learning programme to the usa for year 5 students,Ministry of Education - Schools,12/7/2023,Awarded to Suppliers,NAM HO TRAVEL SERVICE (SINGAPORE) PRIVATE LIMITED,124928
MOESCHETT23000007,supply of moving and relocation services for temasek junior college,Ministry of Education - Schools,21/8/2023,Awarded to Suppliers,COLLIN'S MOVERS PTE. LTD.,186800
MOESCHETT23000010,supply of instructors for symphonic band cca programme in maha bodhi school please refer to the tender documents attached,Ministry of Education - Schools,13/9/2023,Awarded by Items,Quek Boon Hui,138000
MOESCHETT23000011,provision of 5day cultural and educational immersion program to taiwan  hong kong for year 2 students,Ministry of Education - Schools,23/8/2023,Awarded to Suppliers,GOLDEN TRAVEL SERVICES PTE LTD,535888
MOESCHETT23000012,supply of manpower services for dunman high school please refer to the tender document attached,Ministry of Education - Schools,11/12/2023,Awarded by Items,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,244632
MOESCHETT23000019,provision of bus services for anglochinese school barker road for a period of two years with an option to continue for another two years,Ministry of Education - Schools,14/11/2023,Awarded to Suppliers,EML TRANSPORT SERVICE PTE. LTD.,284765
MOESCHETT23000020,provision of manpower services for telok kurau primary school please refer to the tender documents for details,Ministry of Education - Schools,5/1/2024,Awarded by Items,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,97830
MOESCHETT23000021,supply of instructors for softball cca in catholic high school primary please refer to the tender documents for details,Ministry of Education - Schools,1/12/2023,Awarded to Suppliers,FH SPORTS COACHING,155910
MOESCHETT23000023,supply of conductors and sectional instructors for chinese orchestra cca in dunman high school please refer to the tender documents for details,Ministry of Education - Schools,5/12/2023,Awarded to Suppliers,SHANGYIN MUSIC PTE LTD,663400
MOESCHETT23000025,provision of a team of 12 instructors for symphony band cca in dunman high school please refer to the tender documents for details,Ministry of Education - Schools,27/11/2023,Awarded to Suppliers,BELL & BOW AGENCY,377120
MOESCHETT23000027,supply of manpower services for catholic high school secondary,Ministry of Education - Schools,29/12/2023,Awarded to Suppliers,EDUCARE HUMAN CAPITAL PRIVATE LIMITED,111132
MOESCHETT23000029,provision of sec 1 and sec 3 outdoor adventure camps in year 2024 for montfort secondary school,Ministry of Education - Schools,6/3/2024,Awarded by Items,CAMP CHALLENGE PTE. LTD.,89860
MOESCHETT23000030,provision of 6day cultural and immersion programme to zhuhai china for dunman high school,Ministry of Education - Schools,6/2/2024,Awarded to Suppliers,GOLDEN TRAVEL SERVICES PTE LTD,190300
MOMHQ0ETT18300009,mrsd is looking into establishing period contract for the provision of support services for survey operations,Ministry of Manpower-Ministry Headquarter,30/7/2019,Awarded by Items,BGC GROUP PTE. LTD.,9000000
MOMHQ0ETT19300001,the government co ministry of manpower seeks to appoint a panel of law firms pursuant to this tender for the purpose of assisting the government in its debt recovery efforts,Ministry of Manpower-Ministry Headquarter,20/11/2019,Awarded by Items,ADSAN LAW LLC,50000
MOMHQ0ETT19300002,itt for the provision of unified communications uc products and uc system software with an option for maintenance of system software,Ministry of Manpower-Ministry Headquarter,6/11/2019,Awarded to Suppliers,NTT SINGAPORE SOLUTIONS PTE. LTD.,2346010
MOMHQ0ETT19300003,tender for multidisciplinary consultancy services to conduct feasibility studies for ministry of manpower mom project,Ministry of Manpower-Ministry Headquarter,9/1/2020,Awarded to Suppliers,JGP ARCHITECTURE (S) PTE LTD,440800
MOMHQ0ETT19300004,to provide outreach and engagement services at the target audiences workplace to create awareness of the sgsecureworkplaces programme,Ministry of Manpower-Ministry Headquarter,10/2/2020,Awarded to Suppliers,POLWEL Co-operative Society Limited,1017600
MOMHQ0ETT19300005,provision of outsourced administration and logistic support services to mom for a base period of two 2 years with an option to extend on a yearly basis up to two 2 years,Ministry of Manpower-Ministry Headquarter,8/9/2020,Awarded to Suppliers,RMA CONTRACTS PTE. LTD.,3641564
MOMHQ0ETT20300001,invitation to tender for the conduct of ministry of manpower mom customer survey for a period of two 2 years and six 6 months with option to extend another two 2 years,Ministry of Manpower-Ministry Headquarter,20/5/2020,Awarded to Suppliers,BLACKBOX RESEARCH PTE LTD,1201040
MOMHQ0ETT20300002,itt for provision of interpretation and translation services for a period of 5 years,Ministry of Manpower-Ministry Headquarter,18/3/2022,Awarded by Items,EE SOON HUAT,75
MOMHQ0ETT20300003,provisions of management maintenance and support services of mom website platforms for ministry of manpower with options for additional development work,Ministry of Manpower-Ministry Headquarter,14/1/2021,Awarded to Suppliers,CAPGEMINI SINGAPORE PTE. LTD.,23706520
MOMHQ0ETT20300005,supply and delivery of personal protective equipment and supplies to ministry of manpower for one year with option to extend for another one year,Ministry of Manpower-Ministry Headquarter,4/2/2021,Awarded by Items,ACEPLAS PTE. LTD.,82800
MOMHQ0ETT20300006,itt for audit of allotment and disbursement of jobs growth incentive by iras for a period of two years with option to extend yearly for up to two years,Ministry of Manpower-Ministry Headquarter,9/1/2021,Awarded to Suppliers,ERNST & YOUNG LLP,287400
MOMHQ0ETT20300007,itt for the provision of services to track job advertisements for two years with an option to extend on a yearly basis for up to an additional two years,Ministry of Manpower-Ministry Headquarter,7/4/2021,Awarded to Suppliers,SALARY BOARD PTE. LTD.,499000
MOMHQ0ETT20300008,supply of dormitory inspection services to the ministry of manpower,Ministry of Manpower-Ministry Headquarter,7/6/2021,Awarded to Suppliers,ST ENGINEERING SYNTHESIS PTE. LTD.,15408000
MOMHQ0ETT21000001,itt for the supply of cleaning and disinfection services islandwide within singapore for 1 year with an option to extend for up to 1 year,Ministry of Manpower-Ministry Headquarter,25/8/2021,Awarded by Items,IGM SERVICES PTE LTD,100096
MOMHQ0ETT21000002,itt for collection and disposable of biohazardous waste in singapore for one year with an option to extend for up to one year,Ministry of Manpower-Ministry Headquarter,5/7/2021,Awarded to Suppliers,NSL OILCHEM WASTE MANAGEMENT PTE. LTD.,982128
MOMHQ0ETT21000003,itt for provision of a customised writing programme to upskill mom officers writing competencies for a period of eighteen 18 months with an option to extend for another one 1 year,Ministry of Manpower-Ministry Headquarter,19/10/2021,Awarded to Suppliers,BRITISH COUNCIL (SINGAPORE) LIMITED,664300
MOMHQ0ETT21000005,request for proposal to provide creative services for digital platforms,Ministry of Manpower-Ministry Headquarter,13/9/2021,Awarded to Suppliers,SOCIALYSE PTE. LTD.,3000000
MOMHQ0ETT21000006,invitation to tender for the provision of event photography and videography services,Ministry of Manpower-Ministry Headquarter,11/11/2021,Awarded to Suppliers,TCF FILMS PTE. LTD.,1630800
MOMHQ0ETT21000007,itt for provision of manpower services call operators and onsite supervisors for ministry of manpower for a base period of nine 9 months with an option to extend up to fifteen 15 months,Ministry of Manpower-Ministry Headquarter,1/12/2021,Awarded to Suppliers,PEOPLE ADVANTAGE PTE. LTD.,12756058.55
MOMWPDETT21000001,invitation to tender for the supply delivery installation testing and commissioning of a fully operational foreign worker levy system fwls,Ministry of Manpower - Work Pass Division,1/9/2021,Awarded to Suppliers,NCS PTE. LTD.,23261221
MOMHQ0ETT21000009,provision of services related to safe distancing measures in migrant workers recreation centres for a period of 6 months with options to extend for 6 months and up to 1 year,Ministry of Manpower-Ministry Headquarter,10/9/2021,Awarded to Suppliers,PEOPLE ADVANTAGE PTE. LTD.,875611.8
MOMHQ0ETT21000012,request for proposal rfp for the provision of primary healthcare services to migrant workers in singapore for a period of three 3 years with an option to extend by up to two 2 years stage 2,Ministry of Manpower-Ministry Headquarter,29/11/2021,Awarded by Items,FULLERTON HEALTHCARE GROUP PTE. LIMITED,145
MOMHQ0ETT21000015,itt for the supply and delivery of corporate gifts to the ministry of manpower for a base period of two years with an option to extend on yearly basis up to a maximum of two years and an option to increase contract price,Ministry of Manpower-Ministry Headquarter,26/5/2022,Awarded by Items,LTS GROUP PTE. LTD.,750000
MOMHQ0ETT21000016,invitation to tender for a period contract for the provision of support services for survey operations to the ministry of manpower  manpower research and statistics department,Ministry of Manpower-Ministry Headquarter,11/5/2022,Awarded by Items,APBA TG HUMAN RESOURCE PTE. LTD.,13676000
MOMHQ0ETT22000002,itt for the supply and delivery of facilities management to the ministry of manpower and ministry of communications and information for a base period of three years with an option to extend for another three years,Ministry of Manpower-Ministry Headquarter,15/9/2022,Awarded to Suppliers,C&W SERVICES (S) PTE. LTD.,76458230
MOMHQ0ETT22000004,itt for audit of allotment and disbursement of jobs growth incentive by iras for a period of 2 years with option to extend yearly for up to 2 years,Ministry of Manpower-Ministry Headquarter,29/4/2022,Awarded to Suppliers,ERNST & YOUNG LLP,352400
MOMHQ0ETT22000006,itt for the design development integration installation testing and commissioning of a fully operational migrant workers onboarding system and maintenance services,Ministry of Manpower-Ministry Headquarter,13/4/2023,Awarded to Suppliers,NCS PTE. LTD.,5279273
MOMHQ0ETT22000007,invitation to tender itt for the provision of healthcare services at ministry of manpower dedicated facility for a period of twelve 12 months with an option for the authority to extend by an additional period of up to twelve 12 months,Ministry of Manpower-Ministry Headquarter,22/2/2023,Awarded to Suppliers,FULLERTON HEALTHCARE GROUP PTE. LIMITED,48372264
MOMHQ0ETT22000008,itt for appointment of managing agent to manage the onboard centre oc for a base period of 125 months with 2 options to extend namely 3 months and 12 months respectively,Ministry of Manpower-Ministry Headquarter,23/3/2023,Awarded to Suppliers,GUTHRIE FMC PTE. LTD.,43985354.03
MOMHQ0ETT22000009,itt for consultancy services for review and update of competency framework for ministry of manpower officers,Ministry of Manpower-Ministry Headquarter,25/11/2022,Awarded to Suppliers,MERCER (SINGAPORE) PTE. LTD.,647000
MOMHQ0ETT22000010,itt for management of office supplies and inventories and leasing of automated smart vending machines lockers shelves with applications for a base period of three years with an option to extend on a yearly basis up to a maximum of two additional years,Ministry of Manpower-Ministry Headquarter,14/3/2023,Awarded to Suppliers,LE TACH VENDING PTE. LTD.,500000
MOMHQ0ETT22000012,itt for provision of legal services for a period of three years,Ministry of Manpower-Ministry Headquarter,16/11/2022,Awarded by Items,ADSAN LAW LLC,76370
MOMHQ0ETT22000014,itt for provision of professional services and subscriptionbased elearning platform services for a base subscription period of one 1 year with option for the authority to extend the subscription period for up to four 4 additional years on a yearly basis,Ministry of Manpower-Ministry Headquarter,8/5/2023,Awarded to Suppliers,THREE LEARNING PTE. LTD.,1257000
MOMHQ0ETT22000017,itt for appointment of managing agents to manage the isolation facilities for a base period of 6 months with option for the authority to extend on quarterly basis up to a maximum of 6 months,Ministry of Manpower-Ministry Headquarter,27/1/2023,Awarded by Items,D WALL PTE. LTD.,45316800.59
MOMHQ0ETT22000018,rfp for provision of creative services for social media platforms for a period of one 1 year with option for the authority to extend for up to two 2 additional years,Ministry of Manpower-Ministry Headquarter,27/4/2023,Awarded to Suppliers,TYPE A PTE. LTD.,3000000
MOMHQ0ETT22000019,itt for appointment of facilities management company for the provision of facilities maintenance services for sembawang recreation centre for a period of 11 months with an option for the authority to extend for 11 months,Ministry of Manpower-Ministry Headquarter,27/7/2023,Awarded to Suppliers,GUTHRIE FMC PTE. LTD.,2545265.98
MOMHQ0ETT22000020,supply and delivery of printed andor electronic vouchers for two years with option to extend for two years,Ministry of Manpower-Ministry Headquarter,3/8/2023,Awarded by Items,BEN JONSON TRADING (PTE) LTD,157.16
MOMHQ0ETT23000005,supply of manpower for logistic support tentage setup and all other services at little india for a period of one 1 year,Ministry of Manpower-Ministry Headquarter,17/6/2023,Awarded to Suppliers,SJ DEFENCE SERVICES PTE. LTD.,117260
MOMHQ0ETT23000007,rfp for the supply delivery installation testing commissioning and maintenance of managed print services for a base period of three 3 years with an option for the government to extend on a yearly basis for up to three 3 years,Ministry of Manpower-Ministry Headquarter,27/10/2023,Awarded to Suppliers,FUJIFILM BUSINESS INNOVATION SINGAPORE PTE. LTD.,4000000
MOMHQ0ETT23000008,stage 2  tender for multidisciplinary consultancy services for purposebuilt dormitory for migrant workers at sengkang west,Ministry of Manpower-Ministry Headquarter,23/10/2023,Awarded to Suppliers,P & T CONSULTANTS PTE. LTD.,2.63
MOMHQ0ETT23000010,the ministry of manpower mom conducts customer surveys to determine the needs of moms customers and their satisfaction with moms processes and services this enables mom to improve customer experience,Ministry of Manpower-Ministry Headquarter,11/12/2023,Awarded to Suppliers,FORBES RESEARCH PTE LTD,1627744.8
MOMHQ0ETT23000012,brand consultancy services for corporate branding review exercise,Ministry of Manpower-Ministry Headquarter,27/11/2023,Awarded to Suppliers,KANTAR MANTLE PTE. LTD.,450000
MOMISDETT19300001,itt for the provision of messaging services via public cloud software as a service,Ministry of Manpower-Information Systems & Technology Department,6/3/2020,Awarded by Items,NERA TELECOMMUNICATIONS LTD,1152350.9
MOMISDETT19300002,invitation to tender for provision of software maintenance and support services for the ministry of manpower,Ministry of Manpower-Information Systems & Technology Department,31/7/2019,Awarded by Items,JOS (SG) PTE. LTD.,179741
MOMISDETT19300003,invitation to tender for provision of information communication technology research and advisory services,Ministry of Manpower-Information Systems & Technology Department,19/5/2020,Awarded to Suppliers,GARTNER ADVISORY (SINGAPORE) PTE LTD,384900
MOMISDETT19300005,itt for the provision of services and products for the design supply installation development testing training release and commissioning of the products with an optional scope of work for maintenance and licenses,Ministry of Manpower-Information Systems & Technology Department,10/6/2020,Awarded to Suppliers,MIND LENS WORLDWIDE PTE. LTD.,2946493.76
MOMISDETT22000001,itt for provision of software maintenance and support services for a period of one 1 year with an option to extend the contract on a yearly basis for up to two additional 2 years,Ministry of Manpower-Information Systems & Technology Department,29/7/2022,Awarded by Items,DELAWARE CONSULTING ASIA PACIFIC PTE. LTD.,1517890
NEA000ETT20300028,supply and delivery of vehicles including coe,National Environment Agency,13/5/2020,Awarded to Suppliers,BESTLINK AUTO PTE LTD,188000
MOMLINETT19300001,provision of inspection services by auxiliary enforcement officers for a period of three years with an option to extend for two years on yearly basis,Ministry of Manpower - Foreign Manpower Management Division,26/9/2019,Awarded to Suppliers,POLWEL Co-operative Society Limited,3703776
MOMLINETT21000001,invitation to tender for the supply of housing services for female foreigners for a period of one year with an option to extend yearly for up to two years,Ministry of Manpower - Foreign Manpower Management Division,29/9/2021,Awarded to Suppliers,Foreign Domestic Worker Association for Social Support and Training (FAST),3952860
MOMLINETT21000002,supply delivery installation testing commissioning of body worn cameras and a body worn camera system with options for additional scopes of work,Ministry of Manpower - Foreign Manpower Management Division,15/3/2022,Awarded to Suppliers,SOLO PTE. LTD.,2392542.45
MOMLINETT21000003,itt for the supply delivery installation development testing training and commissioning of fully operational integrated information system iis with option for additional scope of work,Ministry of Manpower - Foreign Manpower Management Division,14/7/2022,Awarded to Suppliers,ST ENGINEERING MISSION SOFTWARE & SERVICES PTE. LTD.,24727394.12
MOMLINETT22000003,itt for the supply of housing services for male foreigners for a period of one year with option to extend yearly for up to an additional period of two years,Ministry of Manpower - Foreign Manpower Management Division,19/12/2022,Awarded to Suppliers,S11 GRANUITY MANAGEMENT PTE. LTD.,5004889
MOMLINETT22000004,itt for provision of house visit and inspectioninvestigation services by auxiliary enforcement officers for a period of three years with option for the authority to extend for an additional year,Ministry of Manpower - Foreign Manpower Management Division,11/4/2023,Awarded to Suppliers,POLWEL Co-operative Society Limited,9600000
MOMLINETT23000001,itt for the supply delivery installation testing and commissioning of a fully operational forensic data analytics solution with options for additional scope of work,Ministry of Manpower - Foreign Manpower Management Division,23/10/2023,Awarded to Suppliers,PCS SECURITY PRIVATE LIMITED,1518320
MOMLINETT23000002,provision of subscriptionbased survey service for a base period of 3 years with option to extend for another 2 years,Ministry of Manpower - Foreign Manpower Management Division,9/1/2024,Awarded to Suppliers,MILIEU INSIGHT PTE. LTD.,767450
MOMLRDETT18300001,itt for the provision of online dispute resolution odr system via public cloud software as a service,Ministry of Manpower-Labour Relations Department,2/9/2019,Awarded to Suppliers,Resolving Limited,721217.68
MOMLRDETT20300001,for the provision of inspections and checks for the ministry of manpower for a period of two years with option to extend on a yearly basis up to three years,Ministry of Manpower-Labour Relations Department,8/1/2021,Awarded by Items,POLWEL Co-operative Society Limited,2407352.32
MOMOSDETT18300002,invitation to tender for a period contract of 3 years to carry out detailed forensic investigation into industrial accidents involving mechanical material and structural failures of plant machinery equipment structure and article with option to renew for another 2 years,Ministry of Manpower - Occupational Safety & Health Division,31/7/2019,Awarded to Suppliers,MATCOR TECHNOLOGY & SERVICES PTE LTD,2500000
MOMOSDETT21000001,itt for provision of auxiliary enforcement officers to supplement the enforcement efforts for a period of three years with option to extend up to three years,Ministry of Manpower - Occupational Safety & Health Division,26/11/2021,Awarded by Items,CERTIS CISCO AUXILIARY POLICE FORCE PTE. LTD.,5987520
MOMWPDETT18300003,invitation to tender for the provision of services to manage the card printing centre cpc card courier centre ccc and courier deliveries,Ministry of Manpower - Work Pass Division,9/4/2019,Awarded to Suppliers,CERTIS CISCO SECURE LOGISTICS PTE. LTD.,51667056
MOMWPDETT19300001,audit of fwl collection at cpf board for 3 years with an option to renew up to 3 years,Ministry of Manpower - Work Pass Division,2/4/2020,Awarded to Suppliers,ERNST & YOUNG LLP,271500
